State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,1,Rural,5-9,GOA,North Goa,Female,In Speech,35
30,1,Rural,10-19,GOA,North Goa,Female,In Speech,80
30,1,Rural,20-29,GOA,North Goa,Female,In Speech,102
30,1,Rural,30-39,GOA,North Goa,Female,In Speech,110
30,1,Rural,40-49,GOA,North Goa,Female,In Speech,90
30,1,Rural,50-59,GOA,North Goa,Female,In Speech,91
30,1,Rural,60-69,GOA,North Goa,Female,In Speech,60
30,1,Rural,70-79,GOA,North Goa,Female,In Speech,14
30,1,Rural,80-89,GOA,North Goa,Female,In Speech,10
30,1,Rural,90+,GOA,North Goa,Female,In Speech,3
30,1,Rural,Age Not Stated,GOA,North Goa,Female,In Speech,2
30,1,Urban,0-4,GOA,North Goa,Female,In Speech,6
30,1,Urban,5-9,GOA,North Goa,Female,In Speech,64
30,1,Urban,10-19,GOA,North Goa,Female,In Speech,99
30,1,Urban,20-29,GOA,North Goa,Female,In Speech,133
30,1,Urban,30-39,GOA,North Goa,Female,In Speech,149
30,1,Urban,40-49,GOA,North Goa,Female,In Speech,121
30,1,Urban,50-59,GOA,North Goa,Female,In Speech,105
30,1,Urban,60-69,GOA,North Goa,Female,In Speech,82
30,1,Urban,70-79,GOA,North Goa,Female,In Speech,34
30,1,Urban,80-89,GOA,North Goa,Female,In Speech,12
30,1,Urban,90+,GOA,North Goa,Female,In Speech,0
30,1,Urban,Age Not Stated,GOA,North Goa,Female,In Speech,3
30,2,Rural,0-4,GOA,South Goa,Female,In Speech,3
30,2,Rural,5-9,GOA,South Goa,Female,In Speech,32
30,2,Rural,10-19,GOA,South Goa,Female,In Speech,52
30,2,Rural,20-29,GOA,South Goa,Female,In Speech,70
30,2,Rural,30-39,GOA,South Goa,Female,In Speech,76
30,2,Rural,40-49,GOA,South Goa,Female,In Speech,67
30,2,Rural,50-59,GOA,South Goa,Female,In Speech,53
30,2,Rural,60-69,GOA,South Goa,Female,In Speech,50
30,2,Rural,70-79,GOA,South Goa,Female,In Speech,22
30,2,Rural,80-89,GOA,South Goa,Female,In Speech,3
30,2,Rural,90+,GOA,South Goa,Female,In Speech,0
30,2,Rural,Age Not Stated,GOA,South Goa,Female,In Speech,0
30,2,Urban,0-4,GOA,South Goa,Female,In Speech,4
30,2,Urban,5-9,GOA,South Goa,Female,In Speech,38
30,2,Urban,10-19,GOA,South Goa,Female,In Speech,82
30,2,Urban,20-29,GOA,South Goa,Female,In Speech,120
30,2,Urban,30-39,GOA,South Goa,Female,In Speech,118
30,2,Urban,40-49,GOA,South Goa,Female,In Speech,92
30,2,Urban,50-59,GOA,South Goa,Female,In Speech,71
30,2,Urban,60-69,GOA,South Goa,Female,In Speech,64
30,2,Urban,70-79,GOA,South Goa,Female,In Speech,24
