State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
26,1,Urban,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,2
26,1,Urban,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,2
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,1
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,4
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,3
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,1
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
26,1,Rural,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,16
26,1,Rural,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,40
26,1,Rural,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,80
26,1,Rural,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,60
26,1,Rural,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,43
26,1,Rural,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,45
26,1,Rural,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,34
26,1,Rural,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,39
26,1,Rural,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,16
26,1,Rural,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,6
26,1,Rural,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,0
26,1,Rural,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,0
26,1,Urban,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,1
26,1,Urban,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,6
26,1,Urban,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,22
26,1,Urban,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,19
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,18
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,12
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,12
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,6
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,2
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,0
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,0
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In movement,0
26,1,Rural,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,15
26,1,Rural,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,16
26,1,Rural,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,53
26,1,Rural,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,45
26,1,Rural,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,32
26,1,Rural,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,35
26,1,Rural,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,18
26,1,Rural,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,33
26,1,Rural,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,15
26,1,Rural,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,6
26,1,Rural,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,2
26,1,Rural,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,0
26,1,Urban,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,6
26,1,Urban,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,4
26,1,Urban,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,9
26,1,Urban,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,5
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,9
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,6
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,2
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,3
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,3
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,0
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,1
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In movement,0
26,1,Rural,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,3
26,1,Rural,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,8
26,1,Rural,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,29
26,1,Rural,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,22
26,1,Rural,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,31
26,1,Rural,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,12
26,1,Rural,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,10
26,1,Rural,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,8
26,1,Rural,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Rural,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Rural,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Rural,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Urban,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,2
26,1,Urban,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,1
26,1,Urban,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,7
26,1,Urban,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,6
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,8
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,5
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,4
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,1
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,Mental,0
26,1,Rural,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,4
26,1,Rural,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,7
26,1,Rural,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,31
26,1,Rural,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,20
26,1,Rural,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,15
26,1,Rural,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,7
26,1,Rural,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,9
26,1,Rural,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,4
26,1,Rural,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,2
26,1,Rural,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Rural,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Rural,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Urban,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,1
26,1,Urban,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,1
26,1,Urban,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,5
26,1,Urban,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,5
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,2
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,4
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,1
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,Mental,0
