Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Type of disablity - In seeing - Males,Type of disablity - In seeing - Females,Type of disablity - In speech - Males,Type of disablity - In speech - Females,Type of disablity - In hearing - Males,Type of disablity - In hearing - Females,Type of disablity - In movement - Males,Type of disablity - In movement - Females,Type of disablity - Mental - Males,Type of disablity - Mental - Females
C4920,21,1,0,District - Bargarh  *  01,Urban,50-59,110,76,1,4,10,4,35,14,8,2
C4920,21,1,0,District - Bargarh  *  01,Urban,60-69,83,63,1,8,4,6,25,14,2,7
C4920,21,1,0,District - Bargarh  *  01,Urban,70-79,37,21,3,2,9,4,17,13,1,0
C4920,21,1,0,District - Bargarh  *  01,Urban,80-89,9,5,0,0,3,0,3,3,0,1
C4920,21,1,0,District - Bargarh  *  01,Urban,90+,1,4,1,0,0,0,1,2,1,0
C4920,21,1,0,District - Bargarh  *  01,Urban,Age not stated,6,4,1,0,0,0,0,1,1,2
C4920,21,2,0,District - Jharsuguda  *  02,Rural,0-4,190,194,9,6,7,10,48,26,10,10
C4920,21,2,0,District - Jharsuguda  *  02,Rural,5-9,246,238,58,58,25,35,83,72,31,31
C4920,21,2,0,District - Jharsuguda  *  02,Rural,10-19,539,473,109,103,55,61,265,191,95,101
C4920,21,2,0,District - Jharsuguda  *  02,Rural,20-29,377,346,81,63,41,31,227,145,82,84
C4920,21,2,0,District - Jharsuguda  *  02,Rural,30-39,310,260,41,43,49,46,168,140,91,102
C4920,21,2,0,District - Jharsuguda  *  02,Rural,40-49,283,208,22,18,64,42,187,108,73,94
C4920,21,2,0,District - Jharsuguda  *  02,Rural,50-59,222,189,11,20,75,63,141,112,43,41
C4920,21,2,0,District - Jharsuguda  *  02,Rural,60-69,299,310,15,22,117,93,193,181,23,41
C4920,21,2,0,District - Jharsuguda  *  02,Rural,70-79,251,221,10,12,103,86,142,134,13,11
C4920,21,2,0,District - Jharsuguda  *  02,Rural,80-89,97,73,2,1,30,29,35,50,5,4
C4920,21,2,0,District - Jharsuguda  *  02,Rural,90+,18,7,2,1,6,5,13,15,1,1
C4920,21,2,0,District - Jharsuguda  *  02,Rural,Age not stated,12,7,0,1,0,0,3,3,1,3
C4920,21,2,0,District - Jharsuguda  *  02,Urban,0-4,75,67,0,5,0,0,26,17,14,10
C4920,21,2,0,District - Jharsuguda  *  02,Urban,5-9,106,98,15,18,12,6,35,20,22,18
C4920,21,2,0,District - Jharsuguda  *  02,Urban,10-19,257,240,53,30,39,25,132,87,80,50
C4920,21,2,0,District - Jharsuguda  *  02,Urban,20-29,227,191,31,26,19,11,121,57,58,49
C4920,21,2,0,District - Jharsuguda  *  02,Urban,30-39,202,161,15,9,8,13,88,47,42,38
C4920,21,2,0,District - Jharsuguda  *  02,Urban,40-49,200,102,10,11,18,11,75,39,32,23
C4920,21,2,0,District - Jharsuguda  *  02,Urban,50-59,122,87,10,6,12,17,54,42,16,16
C4920,21,2,0,District - Jharsuguda  *  02,Urban,60-69,84,72,2,5,23,13,59,45,8,9
C4920,21,2,0,District - Jharsuguda  *  02,Urban,70-79,37,39,1,6,13,9,23,27,6,1
C4920,21,2,0,District - Jharsuguda  *  02,Urban,80-89,17,18,1,1,10,7,15,12,2,1
C4920,21,2,0,District - Jharsuguda  *  02,Urban,90+,2,6,0,1,0,2,1,5,2,0
C4920,21,2,0,District - Jharsuguda  *  02,Urban,Age not stated,9,3,0,0,0,1,3,1,0,1
C4920,21,3,0,District - Sambalpur  03,Rural,0-4,288,330,26,7,16,9,111,79,28,25
C4920,21,3,0,District - Sambalpur  03,Rural,5-9,396,366,133,107,58,53,200,175,75,47
C4920,21,3,0,District - Sambalpur  03,Rural,10-19,737,788,218,197,129,84,583,463,182,167
C4920,21,3,0,District - Sambalpur  03,Rural,20-29,672,572,129,125,68,61,482,296,192,190
C4920,21,3,0,District - Sambalpur  03,Rural,30-39,816,560,99,64,84,84,415,289,186,188
C4920,21,3,0,District - Sambalpur  03,Rural,40-49,782,403,77,43,119,104,377,270,163,155
C4920,21,3,0,District - Sambalpur  03,Rural,50-59,521,395,45,27,145,133,303,223,73,80
C4920,21,3,0,District - Sambalpur  03,Rural,60-69,704,643,27,34,197,222,406,407,47,66
C4920,21,3,0,District - Sambalpur  03,Rural,70-79,483,356,19,22,156,158,257,247,19,27
C4920,21,3,0,District - Sambalpur  03,Rural,80-89,148,101,5,5,51,52,93,74,2,5
C4920,21,3,0,District - Sambalpur  03,Rural,90+,31,25,1,1,17,8,15,23,3,3
C4920,21,3,0,District - Sambalpur  03,Rural,Age not stated,36,30,4,0,6,1,8,6,1,1
C4920,21,3,0,District - Sambalpur  03,Urban,0-4,172,139,2,2,3,3,43,20,12,10
C4920,21,3,0,District - Sambalpur  03,Urban,5-9,190,205,43,21,10,8,45,37,20,22
C4920,21,3,0,District - Sambalpur  03,Urban,10-19,430,418,91,62,22,24,137,101,92,74
C4920,21,3,0,District - Sambalpur  03,Urban,20-29,411,373,78,43,21,19,143,68,77,55
C4920,21,3,0,District - Sambalpur  03,Urban,30-39,364,267,39,28,19,19,134,53,85,42
C4920,21,3,0,District - Sambalpur  03,Urban,40-49,296,225,34,18,12,11,123,59,50,30
C4920,21,3,0,District - Sambalpur  03,Urban,50-59,158,138,11,5,16,21,70,35,32,25
C4920,21,3,0,District - Sambalpur  03,Urban,60-69,122,124,12,5,14,16,60,29,22,12
C4920,21,3,0,District - Sambalpur  03,Urban,70-79,70,63,9,3,13,13,38,28,5,7
C4920,21,3,0,District - Sambalpur  03,Urban,80-89,8,23,1,2,6,5,13,11,0,1
