Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,22,10,District-Durg,Rural,10-19,357,369,276,275,236,1024,816,603,571
C4920,22,10,District-Durg,Rural,20-29,307,369,252,175,175,1980,1476,466,445
C4920,22,10,District-Durg,Rural,30-39,320,372,305,152,111,1656,1041,437,460
C4920,22,10,District-Durg,Rural,40-49,460,423,366,136,111,1338,803,361,324
C4920,22,10,District-Durg,Rural,50-59,634,444,405,98,60,1187,784,163,164
C4920,22,10,District-Durg,Rural,60-69,896,604,733,76,60,1179,1093,90,105
C4920,22,10,District-Durg,Rural,70-79,674,577,600,40,32,691,787,33,31
C4920,22,10,District-Durg,Rural,80-89,195,176,207,8,10,242,297,7,11
C4920,22,10,District-Durg,Rural,90+,32,52,52,1,0,59,69,1,5
C4920,22,10,District-Durg,Rural,Age Not Stated,4,1,2,0,1,1,4,2,1
C4920,22,10,District-Durg,Urban,0-4,73,75,101,15,14,73,47,19,15
C4920,22,10,District-Durg,Urban,5-9,132,101,111,80,63,130,93,98,61
C4920,22,10,District-Durg,Urban,10-19,343,301,261,183,164,446,293,333,230
C4920,22,10,District-Durg,Urban,20-29,322,341,292,155,145,904,613,383,269
C4920,22,10,District-Durg,Urban,30-39,289,350,264,126,86,821,476,340,242
C4920,22,10,District-Durg,Urban,40-49,381,346,233,127,85,746,342,235,192
C4920,22,10,District-Durg,Urban,50-59,286,221,176,78,52,617,327,99,90
C4920,22,10,District-Durg,Urban,60-69,294,212,216,52,55,520,479,53,57
C4920,22,10,District-Durg,Urban,70-79,208,215,154,24,14,357,363,27,24
C4920,22,10,District-Durg,Urban,80-89,37,61,62,0,8,84,126,3,3
C4920,22,10,District-Durg,Urban,90+,7,15,17,0,2,17,24,3,2
C4920,22,10,District-Durg,Urban,Age Not Stated,1,0,4,0,0,0,1,1,0
C4920,22,11,District-Raipur,Rural,0-4,751,259,237,27,33,251,184,84,67
