Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,29,8,District-Dharwad,Rural,80-89,54,87,33,37,3,2,44,36,0,3
C4920,29,8,District-Dharwad,Rural,90+,11,38,5,11,1,0,5,18,1,2
C4920,29,8,District-Dharwad,Rural,Age Not Stated,1,1,0,0,2,0,2,1,0,0
C4920,29,8,District-Dharwad,Urban,0-4,73,81,89,120,12,11,44,35,43,24
C4920,29,8,District-Dharwad,Urban,5-9,108,101,140,113,80,81,102,58,75,66
C4920,29,8,District-Dharwad,Urban,10-19,279,235,308,240,194,170,309,223,236,193
C4920,29,8,District-Dharwad,Urban,20-29,245,212,292,289,152,144,597,424,229,197
C4920,29,8,District-Dharwad,Urban,30-39,190,191,275,239,132,136,482,275,181,145
C4920,29,8,District-Dharwad,Urban,40-49,240,201,241,184,106,83,419,214,182,112
C4920,29,8,District-Dharwad,Urban,50-59,192,156,162,161,74,42,340,150,95,80
C4920,29,8,District-Dharwad,Urban,60-69,154,160,125,119,40,40,249,134,61,30
C4920,29,8,District-Dharwad,Urban,70-79,75,119,66,68,17,9,117,70,10,9
C4920,29,8,District-Dharwad,Urban,80-89,20,47,30,35,6,4,22,26,3,7
C4920,29,8,District-Dharwad,Urban,90+,11,13,3,14,0,3,3,11,0,3
C4920,29,8,District-Dharwad,Urban,Age Not Stated,3,0,2,2,0,0,0,0,0,1
C4920,29,9,District-Uttara Kannada,Rural,0-4,20,21,34,30,7,5,54,40,13,13
C4920,29,9,District-Uttara Kannada,Rural,5-9,77,48,53,47,83,58,113,59,86,63
C4920,29,9,District-Uttara Kannada,Rural,10-19,161,130,177,146,177,103,316,180,275,215
C4920,29,9,District-Uttara Kannada,Rural,20-29,129,82,146,119,160,127,512,350,258,188
C4920,29,9,District-Uttara Kannada,Rural,30-39,111,82,110,99,100,108,479,277,200,193
C4920,29,9,District-Uttara Kannada,Rural,40-49,158,131,92,97,85,65,494,244,190,182
C4920,29,9,District-Uttara Kannada,Rural,50-59,187,176,105,105,68,51,433,185,125,103
C4920,29,9,District-Uttara Kannada,Rural,60-69,257,282,129,111,40,36,310,166,56,70
C4920,29,9,District-Uttara Kannada,Rural,70-79,190,235,110,130,21,14,186,119,16,20
C4920,29,9,District-Uttara Kannada,Rural,80-89,90,104,78,85,3,1,49,67,4,7
C4920,29,9,District-Uttara Kannada,Rural,90+,19,34,16,15,0,0,8,14,2,5
C4920,29,9,District-Uttara Kannada,Rural,Age Not Stated,0,4,2,3,0,0,0,0,0,0
C4920,29,9,District-Uttara Kannada,Urban,0-4,6,6,5,13,1,2,10,7,4,7
C4920,29,9,District-Uttara Kannada,Urban,5-9,22,17,17,7,19,11,22,22,22,21
C4920,29,9,District-Uttara Kannada,Urban,10-19,64,38,40,35,61,47,91,62,99,68
C4920,29,9,District-Uttara Kannada,Urban,20-29,34,26,46,42,47,57,161,105,87,88
C4920,29,9,District-Uttara Kannada,Urban,30-39,41,26,41,35,39,52,168,86,75,71
C4920,29,9,District-Uttara Kannada,Urban,40-49,38,27,55,44,43,25,132,97,75,56
C4920,29,9,District-Uttara Kannada,Urban,50-59,45,27,36,22,22,27,113,50,39,46
C4920,29,9,District-Uttara Kannada,Urban,60-69,23,39,22,28,22,16,95,51,16,18
C4920,29,9,District-Uttara Kannada,Urban,70-79,28,25,20,23,7,4,44,41,0,6
C4920,29,9,District-Uttara Kannada,Urban,80-89,4,17,8,10,1,0,11,19,1,1
C4920,29,9,District-Uttara Kannada,Urban,90+,1,2,1,1,0,1,2,2,1,1
C4920,29,9,District-Uttara Kannada,Urban,Age Not Stated,0,0,0,0,0,0,0,1,0,3
C4920,29,10,District-Haveri,Rural,0-4,65,57,64,57,20,21,146,99,35,25
C4920,29,10,District-Haveri,Rural,5-9,111,90,102,81,157,129,264,183,156,111
C4920,29,10,District-Haveri,Rural,10-19,385,271,296,225,306,246,785,495,462,405
C4920,29,10,District-Haveri,Rural,20-29,270,200,223,201,216,173,1238,710,282,298
C4920,29,10,District-Haveri,Rural,30-39,244,214,204,173,136,133,957,470,210,179
C4920,29,10,District-Haveri,Rural,40-49,320,276,222,171,104,84,895,368,180,142
C4920,29,10,District-Haveri,Rural,50-59,317,305,178,144,82,55,752,359,89,75
C4920,29,10,District-Haveri,Rural,60-69,425,491,212,185,69,45,647,303,61,56
C4920,29,10,District-Haveri,Rural,70-79,296,352,126,115,20,27,283,188,21,13
C4920,29,10,District-Haveri,Rural,80-89,103,114,36,40,1,3,58,69,4,3
C4920,29,10,District-Haveri,Rural,90+,20,35,11,18,0,1,13,25,2,2
C4920,29,10,District-Haveri,Rural,Age Not Stated,1,1,0,1,1,0,2,4,1,1
C4920,29,10,District-Haveri,Urban,0-4,24,16,51,33,3,2,22,23,8,9
C4920,29,10,District-Haveri,Urban,5-9,34,35,56,35,37,32,53,41,46,27
C4920,29,10,District-Haveri,Urban,10-19,123,87,128,116,84,68,197,119,204,128
C4920,29,10,District-Haveri,Urban,20-29,83,81,101,94,57,55,251,189,111,82
C4920,29,10,District-Haveri,Urban,30-39,56,56,70,81,35,35,187,117,53,76
C4920,29,10,District-Haveri,Urban,40-49,53,74,64,72,33,18,205,81,62,38
C4920,29,10,District-Haveri,Urban,50-59,76,86,55,56,27,11,154,63,32,22
C4920,29,10,District-Haveri,Urban,60-69,83,108,38,44,10,11,138,76,16,16
C4920,29,10,District-Haveri,Urban,70-79,48,65,31,24,7,2,45,30,5,5
C4920,29,10,District-Haveri,Urban,80-89,22,21,17,11,1,2,12,12,2,3
C4920,29,10,District-Haveri,Urban,90+,2,5,1,5,0,1,2,2,0,0
C4920,29,10,District-Haveri,Urban,Age Not Stated,1,1,0,0,0,1,0,0,1,0
C4920,29,11,District-Bellary,Rural,0-4,193,170,248,229,23,17,148,91,70,68
C4920,29,11,District-Bellary,Rural,5-9,208,203,292,223,183,157,298,184,189,170
C4920,29,11,District-Bellary,Rural,10-19,630,496,662,590,401,316,1058,787,499,401
C4920,29,11,District-Bellary,Rural,20-29,464,350,514,490,213,203,1369,865,320,312
C4920,29,11,District-Bellary,Rural,30-39,306,307,414,331,152,111,867,439,194,204
C4920,29,11,District-Bellary,Rural,40-49,296,226,339,293,107,89,623,273,143,143
C4920,29,11,District-Bellary,Rural,50-59,243,267,257,227,70,48,419,231,70,98
C4920,29,11,District-Bellary,Rural,60-69,365,479,242,253,44,41,406,236,61,54
C4920,29,11,District-Bellary,Rural,70-79,253,411,156,181,18,15,198,159,13,28
C4920,29,11,District-Bellary,Rural,80-89,71,184,58,82,7,3,56,80,6,7
C4920,29,11,District-Bellary,Rural,90+,18,52,13,28,0,1,13,21,1,4
C4920,29,11,District-Bellary,Rural,Age Not Stated,2,0,3,4,4,2,3,2,1,0
C4920,29,11,District-Bellary,Urban,0-4,74,70,99,90,10,8,65,40,31,21
C4920,29,11,District-Bellary,Urban,5-9,89,91,120,102,91,66,118,52,66,65
C4920,29,11,District-Bellary,Urban,10-19,221,215,287,255,157,135,300,212,198,165
C4920,29,11,District-Bellary,Urban,20-29,236,240,303,279,122,91,497,367,162,154
C4920,29,11,District-Bellary,Urban,30-39,189,165,272,205,91,80,324,193,119,95
C4920,29,11,District-Bellary,Urban,40-49,179,159,232,163,53,45,221,143,102,72
C4920,29,11,District-Bellary,Urban,50-59,118,123,153,132,35,34,184,91,47,50
C4920,29,11,District-Bellary,Urban,60-69,128,140,111,92,20,18,128,87,20,27
C4920,29,11,District-Bellary,Urban,70-79,72,114,59,63,9,9,63,42,5,11
C4920,29,11,District-Bellary,Urban,80-89,21,31,23,24,3,6,15,18,4,3
C4920,29,11,District-Bellary,Urban,90+,11,11,6,5,0,0,3,8,0,0
