Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,24,7,District-Ahmadabad,Rural,30-39,239,212,164,99,74,713,398,195,122
C4920,24,7,District-Ahmadabad,Rural,40-49,255,220,170,69,54,430,207,161,100
C4920,24,7,District-Ahmadabad,Rural,50-59,232,181,194,38,42,334,148,71,64
C4920,24,7,District-Ahmadabad,Rural,60-69,248,196,252,34,38,224,155,41,44
C4920,24,7,District-Ahmadabad,Rural,70-79,164,176,237,23,17,128,109,15,19
C4920,24,7,District-Ahmadabad,Rural,80-89,62,69,95,6,5,34,53,1,8
C4920,24,7,District-Ahmadabad,Rural,90+,19,11,38,0,2,10,11,1,4
C4920,24,7,District-Ahmadabad,Rural,Age Not Stated,3,4,1,3,0,4,3,1,0
C4920,24,7,District-Ahmadabad,Urban,0-4,1922,1529,1314,87,83,239,198,192,162
C4920,24,7,District-Ahmadabad,Urban,5-9,2116,1699,1361,620,435,404,279,426,298
C4920,24,7,District-Ahmadabad,Urban,10-19,5022,3885,3222,1308,984,1343,913,1370,864
C4920,24,7,District-Ahmadabad,Urban,20-29,5004,3982,3682,1207,1047,2439,1757,1462,929
C4920,24,7,District-Ahmadabad,Urban,30-39,4267,3623,3050,1044,853,2890,1987,1221,794
C4920,24,7,District-Ahmadabad,Urban,40-49,3629,3131,2487,903,709,2306,1320,996,625
C4920,24,7,District-Ahmadabad,Urban,50-59,3041,2408,1898,695,481,1772,994,686,397
C4920,24,7,District-Ahmadabad,Urban,60-69,1870,1565,1409,393,322,1344,909,309,228
C4920,24,7,District-Ahmadabad,Urban,70-79,901,874,943,195,142,726,698,107,118
C4920,24,7,District-Ahmadabad,Urban,80-89,261,341,423,53,39,221,296,32,41
C4920,24,7,District-Ahmadabad,Urban,90+,81,108,144,26,19,66,73,13,21
C4920,24,7,District-Ahmadabad,Urban,Age Not Stated,37,58,43,14,13,19,18,22,7
C4920,24,8,District-Surendranagar,Rural,0-4,48,57,69,16,11,83,51,24,14
C4920,24,8,District-Surendranagar,Rural,5-9,142,116,96,120,71,174,96,171,114
C4920,24,8,District-Surendranagar,Rural,10-19,369,279,208,243,124,489,311,461,357
C4920,24,8,District-Surendranagar,Rural,20-29,202,168,141,114,78,911,592,278,155
C4920,24,8,District-Surendranagar,Rural,30-39,242,177,153,90,51,912,522,269,167
C4920,24,8,District-Surendranagar,Rural,40-49,201,224,166,66,35,597,298,237,153
C4920,24,8,District-Surendranagar,Rural,50-59,234,158,158,41,22,459,273,98,91
C4920,24,8,District-Surendranagar,Rural,60-69,281,276,263,29,17,337,245,70,63
C4920,24,8,District-Surendranagar,Rural,70-79,262,247,300,12,12,218,229,26,33
