Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,28,9,District-Warangal,Rural,70-79,822,766,505,463,144,96,1143,762,53,48
C4920,28,9,District-Warangal,Rural,80-89,307,377,179,209,48,22,321,318,11,19
C4920,28,9,District-Warangal,Rural,90+,49,80,39,57,3,4,82,90,2,4
C4920,28,9,District-Warangal,Rural,Age Not Stated,8,18,11,18,14,12,25,21,11,8
C4920,28,9,District-Warangal,Urban,0-4,45,35,43,35,8,7,31,17,19,16
C4920,28,9,District-Warangal,Urban,5-9,76,41,66,58,96,83,73,40,51,40
C4920,28,9,District-Warangal,Urban,10-19,171,163,175,195,256,235,292,201,241,194
C4920,28,9,District-Warangal,Urban,20-29,184,191,201,191,255,231,566,410,223,196
C4920,28,9,District-Warangal,Urban,30-39,221,144,205,174,257,192,524,290,171,144
C4920,28,9,District-Warangal,Urban,40-49,181,140,168,146,240,153,545,231,140,96
C4920,28,9,District-Warangal,Urban,50-59,152,137,109,102,146,87,451,208,67,68
C4920,28,9,District-Warangal,Urban,60-69,150,151,116,132,95,57,452,234,37,37
C4920,28,9,District-Warangal,Urban,70-79,89,77,81,67,35,22,182,132,21,8
C4920,28,9,District-Warangal,Urban,80-89,19,52,25,24,12,4,71,41,3,5
C4920,28,9,District-Warangal,Urban,90+,6,4,7,8,2,1,10,22,1,0
C4920,28,9,District-Warangal,Urban,Age Not Stated,4,8,16,5,12,2,14,14,2,5
C4920,28,10,District-Khammam,Rural,0-4,135,109,107,109,40,24,150,125,64,58
C4920,28,10,District-Khammam,Rural,5-9,250,226,205,187,291,253,311,184,251,210
C4920,28,10,District-Khammam,Rural,10-19,633,575,540,718,538,495,1042,799,735,631
C4920,28,10,District-Khammam,Rural,20-29,592,455,521,514,544,439,1913,1464,550,540
C4920,28,10,District-Khammam,Rural,30-39,563,508,499,488,473,340,1539,988,411,453
C4920,28,10,District-Khammam,Rural,40-49,685,703,463,388,376,268,1342,809,350,328
C4920,28,10,District-Khammam,Rural,50-59,799,960,362,406,243,196,1139,856,182,203
C4920,28,10,District-Khammam,Rural,60-69,1458,1872,513,610,220,183,1452,1098,132,157
C4920,28,10,District-Khammam,Rural,70-79,1077,1095,366,352,100,61,800,629,52,52
C4920,28,10,District-Khammam,Rural,80-89,355,426,158,174,39,14,292,286,14,14
C4920,28,10,District-Khammam,Rural,90+,66,86,35,57,9,8,45,95,2,6
C4920,28,10,District-Khammam,Rural,Age Not Stated,32,36,19,14,18,12,49,37,11,14
C4920,28,10,District-Khammam,Urban,0-4,42,41,42,32,12,5,37,17,29,18
C4920,28,10,District-Khammam,Urban,5-9,53,55,54,43,65,52,56,38,48,46
C4920,28,10,District-Khammam,Urban,10-19,138,135,158,134,122,122,200,160,183,164
C4920,28,10,District-Khammam,Urban,20-29,146,141,131,175,163,159,507,414,193,163
C4920,28,10,District-Khammam,Urban,30-39,163,118,118,122,161,128,453,287,163,123
